latitude,longitude,altitude
28.257481,-16.659504,2921.2
28.257397,-16.659449,2918.8
28.257254,-16.65954,2916.7
28.257021,-16.659534,2911.2
28.256977,-16.659634,2910.5
28.256721,-16.659695,2901.1
28.256662,-16.659613,2898.8
28.256451,-16.659643,2891.2
28.25625,-16.658638,2890.5
28.256296,-16.658447,2893.6
28.256018,-16.65834,2888.6
28.25526,-16.657755,2852.7
28.254883,-16.656536,2825.5
28.25465,-16.656372,2817.1
28.254478,-16.655849,2803.3
28.254295,-16.655672,2797.4
28.254284,-16.655212,2792.5
28.253893,-16.654907,2777.8
28.253515,-16.654875,2765.3
28.253204,-16.654737,2750.7
28.253014,-16.654488,2742.5
28.253025,-16.654205,2740.8
28.25285,-16.653715,2730.8
28.252747,-16.653782,2726.1
28.252447,-16.653761,2711.8
28.252275,-16.653933,2701.1
28.251987,-16.65398,2692.8
28.251837,-16.653854,2690.0
28.251629,-16.653929,2683.5
28.251518,-16.653816,2681.4
28.251163,-16.653748,2676.1
28.250526,-16.65391,2670.1
28.25029,-16.653872,2668.4
28.249857,-16.654144,2661.1
28.249363,-16.654308,2655.3
28.24839,-16.654041,2626.7
28.248243,-16.654188,2623.5
28.248201,-16.6544,2623.0
28.2481,-16.654432,2620.2
28.247963,-16.654408,2616.2
28.247906,-16.654263,2614.4
28.247419,-16.654194,2601.2
28.247374,-16.654102,2600.3
28.24724,-16.654181,2597.2
28.247114,-16.65407,2594.8
28.246721,-16.654102,2585.8
28.246464,-16.654255,2578.4
28.24629,-16.654217,2570.9
28.24609,-16.654503,2561.3
28.245958,-16.654341,2557.3
28.245817,-16.654369,2555.2
28.245687,-16.654226,2550.4
28.245569,-16.654293,2548.9
28.245068,-16.654209,2536.5
28.24489,-16.654005,2530.6
28.244434,-16.65386,2522.2
28.244356,-16.653484,2518.0
28.244476,-16.653337,2519.8
28.244474,-16.653107,2524.4
28.244017,-16.652445,2521.5
28.243746,-16.652315,2518.0
28.24358,-16.652056,2512.7
28.243538,-16.651735,2510.5
28.243303,-16.65136,2497.2
28.243324,-16.650478,2484.3
28.243135,-16.650162,2479.2
28.242903,-16.650064,2474.2
28.24268,-16.649817,2466.3
28.242701,-16.64971,2465.0
