type	latitude	longitude	altitude (m)	name	desc
T	46.028351000	6.967086000	2202.0		
T	46.028702000	6.966272000	2200.5		
T	46.028900000	6.966193000	2209.0		
T	46.028877000	6.965942000	2204.1		
T	46.028778000	6.965898000	2198.2		
T	46.028709000	6.965432000	2196.4		
T	46.028679000	6.964053000	2196.9		
T	46.029018000	6.962387000	2202.4		
T	46.029015000	6.961050000	2201.8		
T	46.029221000	6.960697000	2202.8		
T	46.029697000	6.960233000	2205.3		
T	46.029537000	6.959437000	2201.7		
T	46.029163000	6.958714000	2191.6		
T	46.029480000	6.958005000	2183.9		
T	46.029537000	6.957538000	2177.5		
T	46.029346000	6.957759000	2174.2		
T	46.028957000	6.957996000	2167.9		
T	46.028004000	6.957839000	2147.9		
T	46.027630000	6.957707000	2138.7		
T	46.027439000	6.957448000	2131.2		
T	46.027588000	6.957151000	2125.1		
T	46.027538000	6.956961000	2120.1		
T	46.027679000	6.956750000	2118.7		
T	46.027859000	6.956668000	2120.2		
T	46.027847000	6.956592000	2119.6		
T	46.027481000	6.956334000	2110.6		
T	46.027351000	6.956105000	2106.7		
T	46.027157000	6.955637000	2099.9		
T	46.027218000	6.955427000	2098.1		
T	46.027065000	6.955482000	2095.4		
T	46.026722000	6.955369000	2086.0		
T	46.026279000	6.955572000	2078.6		
T	46.026134000	6.955548000	2076.2		
T	46.026031000	6.955312000	2072.2		
T	46.025799000	6.955142000	2069.7		
T	46.024925000	6.954987000	2054.4		
T	46.024559000	6.954985000	2047.7		
T	46.025013000	6.953881000	2027.0		
T	46.025196000	6.953791000	2027.4		
T	46.025318000	6.953544000	2022.4		
T	46.025181000	6.953474000	2017.6		
T	46.024956000	6.953485000	2013.7		
T	46.024868000	6.953237000	2006.9		
T	46.024639000	6.953074000	2002.3		
T	46.024422000	6.952764000	1999.8		
T	46.024406000	6.952618000	1999.6		
T	46.024521000	6.952198000	2000.0		
T	46.024509000	6.951704000	1997.0		
T	46.024628000	6.951450000	1997.0		
T	46.024220000	6.950460000	2002.3		
T	46.024086000	6.949968000	2003.6		
T	46.023632000	6.949274000	2015.4		
T	46.023479000	6.948827000	2020.6		
T	46.023540000	6.948620000	2023.1		
T	46.023697000	6.948440000	2025.0		
T	46.023705000	6.948288000	2026.2		
T	46.023544000	6.948018000	2029.6		
T	46.023506000	6.947770000	2034.8		
T	46.023338000	6.947621000	2038.0		
T	46.023247000	6.947410000	2043.1		
T	46.023647000	6.947018000	2052.2		
T	46.023682000	6.946895000	2054.6		
T	46.023228000	6.946565000	2066.2		
T	46.023235000	6.946497000	2068.0		
T	46.023453000	6.946353000	2070.8		
T	46.023438000	6.946227000	2073.2		
T	46.023563000	6.946134000	2073.9		
T	46.023521000	6.945709000	2079.8		
T	46.022781000	6.945271000	2101.0		
T	46.022717000	6.945176000	2102.6		
T	46.022484000	6.945119000	2107.0		
T	46.022442000	6.944994000	2110.1		
T	46.022259000	6.944858000	2110.5		
T	46.022015000	6.944783000	2112.7		
T	46.021610000	6.944349000	2119.5		
T	46.021469000	6.944319000	2121.9		
T	46.021385000	6.944180000	2125.8		
T	46.021187000	6.944075000	2129.0		
T	46.021027000	6.943811000	2131.9		
T	46.020870000	6.943751000	2132.7		
T	46.020676000	6.943562000	2132.7		
T	46.020584000	6.943579000	2132.4		
T	46.020538000	6.943453000	2133.1		
T	46.020340000	6.943383000	2134.2		
T	46.020222000	6.943181000	2139.0		
T	46.020226000	6.942964000	2142.3		
T	46.019939000	6.942749000	2148.5		
T	46.019840000	6.942448000	2151.5		
T	46.019394000	6.942013000	2162.5		
T	46.018883000	6.941757000	2174.7		
T	46.018845000	6.941800000	2173.0		
T	46.018738000	6.941673000	2178.3		
T	46.018433000	6.941515000	2177.3		
T	46.018284000	6.941334000	2179.1		
T	46.018208000	6.941005000	2186.0		
T	46.018215000	6.940604000	2193.4		
T	46.018261000	6.940585000	2194.4		
T	46.018265000	6.940682000	2193.6		
T	46.017990000	6.939998000	2194.6		
T	46.017876000	6.939838000	2192.0		
T	46.017780000	6.939804000	2190.6		
T	46.017742000	6.939683000	2188.2		
T	46.017799000	6.939780000	2191.3		
T	46.017731000	6.939687000	2188.0		
T	46.017632000	6.939723000	2185.7		
T	46.017410000	6.939604000	2173.6		
T	46.017269000	6.939629000	2168.2		
T	46.016621000	6.939145000	2151.6		
T	46.016323000	6.939113000	2146.2		
T	46.015587000	6.938741000	2126.1		
T	46.015430000	6.938754000	2123.0		
T	46.015373000	6.938665000	2123.1		
T	46.015369000	6.938732000	2121.9		
T	46.015224000	6.938415000	2123.5		
T	46.014736000	6.938072000	2118.7		
T	46.014935000	6.938256000	2120.9		
T	46.014694000	6.938003000	2116.6		
T	46.014378000	6.937798000	2109.2		
T	46.014133000	6.937800000	2102.9		
T	46.013992000	6.937728000	2099.0		
T	46.013592000	6.937231000	2087.8		
T	46.013195000	6.937127000	2081.7		
T	46.013000000	6.936921000	2078.5		
T	46.012848000	6.936855000	2077.2		
T	46.012611000	6.936512000	2073.1		
T	46.012230000	6.936209000	2067.8		
T	46.012135000	6.936043000	2065.5		
T	46.011555000	6.935832000	2057.6		
T	46.011524000	6.935697000	2053.2		
T	46.011433000	6.935738000	2052.5		
T	46.011372000	6.935474000	2044.2		
T	46.011230000	6.935425000	2041.8		
T	46.011051000	6.935195000	2036.7		
T	46.010159000	6.934782000	2029.3		
T	46.009670000	6.934306000	2015.9		
T	46.009331000	6.934153000	2008.2		
T	46.009323000	6.934080000	2006.6		
T	46.008968000	6.933798000	1996.2		
T	46.008793000	6.933459000	1989.9		
T	46.008652000	6.933428000	1987.3		
T	46.008347000	6.933078000	1974.2		
T	46.008350000	6.933010000	1972.6		
T	46.008297000	6.933029000	1971.7		
T	46.008232000	6.932847000	1965.1		
T	46.008068000	6.932722000	1959.7		
T	46.008102000	6.932587000	1956.2		
T	46.007969000	6.932543000	1952.1		
T	46.007961000	6.932443000	1948.8		
T	46.007866000	6.932466000	1946.9		
T	46.007660000	6.932095000	1933.1		
T	46.007053000	6.931824000	1921.5		
T	46.006901000	6.931585000	1915.3		
T	46.006897000	6.931165000	1902.1		
T	46.006657000	6.930941000	1893.2		
T	46.006653000	6.930745000	1885.1		
T	46.006279000	6.930641000	1875.4		
T	46.006275000	6.930574000	1872.5		
T	46.006050000	6.930472000	1859.0		
T	46.005783000	6.930671000	1853.8		
T	46.005775000	6.930600000	1850.7		
T	46.005684000	6.930580000	1845.3		
T	46.005566000	6.930723000	1843.4		
T	46.005508000	6.931141000	1842.2		
T	46.005325000	6.931013000	1831.6		
T	46.005283000	6.930822000	1830.1		
T	46.005184000	6.930782000	1825.3		
T	46.005199000	6.931303000	1818.8		
T	46.005398000	6.931702000	1819.1		
T	46.005550000	6.932437000	1803.1		
T	46.005482000	6.932382000	1800.9		
T	46.005470000	6.932521000	1795.0		
T	46.005592000	6.932825000	1790.5		
T	46.005363000	6.932661000	1783.6		
T	46.005356000	6.932891000	1775.3		
T	46.005478000	6.933112000	1773.5		
T	46.005535000	6.933540000	1766.0		
T	46.005421000	6.933508000	1760.9		
T	46.005199000	6.933241000	1755.0		
T	46.005157000	6.933359000	1748.8		
T	46.005123000	6.933220000	1750.9		
T	46.004749000	6.932787000	1740.5		
T	46.004593000	6.932746000	1731.7		
T	46.004524000	6.932834000	1724.6		
T	46.004341000	6.932620000	1720.1		
T	46.004349000	6.932706000	1718.0		
T	46.003757000	6.932276000	1698.9		
T	46.003189000	6.932073000	1680.3		
T	46.003117000	6.931961000	1680.0		
T	46.002880000	6.931847000	1672.1		
T	46.002785000	6.931859000	1667.5		
T	46.002316000	6.931660000	1655.2		
T	46.002205000	6.931521000	1654.6		
T	46.002106000	6.931507000	1651.9		
T	46.002075000	6.931314000	1654.2		
T	46.002186000	6.931351000	1657.4		
T	46.001705000	6.931118000	1644.2		
T	46.001671000	6.930887000	1644.8		
T	46.001377000	6.930840000	1634.5		
T	46.001438000	6.930634000	1638.9		
T	46.001163000	6.930709000	1628.2		
T	46.001053000	6.930623000	1625.3		
T	46.000912000	6.930836000	1617.8		
T	46.000862000	6.930800000	1616.5		
T	46.000687000	6.930193000	1615.7		
T	46.000355000	6.929732000	1599.2		
T	46.000351000	6.929377000	1597.6		
T	46.000072000	6.929496000	1580.9		
T	46.000080000	6.929426000	1580.7		
T	45.999989000	6.929443000	1575.3		
T	45.999817000	6.929595000	1567.1		
T	45.999710000	6.929819000	1562.2		
T	45.999702000	6.929108000	1553.1		
T	45.999512000	6.929153000	1541.2		
T	45.999462000	6.929313000	1540.3		
T	45.999371000	6.929357000	1534.8		
T	45.999271000	6.929988000	1532.1		
T	45.999081000	6.930564000	1521.4		
T	45.998741000	6.930927000	1506.1		
T	45.998657000	6.931197000	1501.8		
T	45.998436000	6.931196000	1491.9		
T	45.998562000	6.931737000	1493.4		
T	45.998550000	6.932088000	1486.0		
T	45.998138000	6.931795000	1467.7		
T	45.997925000	6.931405000	1465.5		
T	45.997326000	6.930591000	1449.6		
T	45.997185000	6.930568000	1442.8		
T	45.996407000	6.929881000	1413.4		
T	45.996460000	6.930253000	1410.4		
T	45.996853000	6.930959000	1411.3		
T	45.996822000	6.931141000	1401.1		
T	45.997051000	6.931696000	1390.1		
T	45.997032000	6.931823000	1384.6		
T	45.997143000	6.932188000	1378.6		
T	45.997089000	6.932203000	1375.8		
T	45.997532000	6.933345000	1372.2		
T	45.997276000	6.933603000	1364.0		
T	45.997143000	6.933670000	1362.4		
T	45.997005000	6.933600000	1360.7		
T	45.996307000	6.934120000	1363.0		
T	45.996208000	6.934367000	1363.9		
T	45.996338000	6.934650000	1364.8		
T	45.996433000	6.934676000	1365.1		
T	45.996544000	6.934540000	1365.2		
T	45.996513000	6.934400000	1364.9		
T	45.996471000	6.934425000	1365.0		
T	45.996414000	6.934329000	1364.6		
T	45.996220000	6.934398000	1364.1		
T	45.996185000	6.934659000	1364.3		
T	45.995823000	6.934659000	1361.7		
T	45.994583000	6.935215000	1364.6		
T	45.994350000	6.935104000	1366.2		
T	45.994358000	6.934758000	1356.3		
T	45.993572000	6.933775000	1345.2		
T	45.993134000	6.932821000	1330.8		
T	45.992764000	6.932239000	1325.7		
T	45.992947000	6.932202000	1324.2		
T	45.992954000	6.932347000	1326.0		
T	45.993073000	6.932564000	1327.6		
T	45.993591000	6.933299000	1333.0		
T	45.993584000	6.933158000	1331.5		
T	45.993534000	6.933235000	1333.1		
T	45.993427000	6.933198000	1334.2		
T	45.993401000	6.933263000	1335.6		
T	45.993210000	6.933048000	1335.9		
T	45.992882000	6.932449000	1328.1		
T	45.992775000	6.932097000	1324.1		
T	45.992435000	6.931772000	1322.1		
T	45.992111000	6.931301000	1316.7		
T	45.990955000	6.930378000	1307.6		
T	45.989918000	6.929381000	1297.1		
T	45.989197000	6.929134000	1291.2		
T	45.989033000	6.928986000	1290.0		
T	45.989105000	6.929076000	1290.3		
T	45.989208000	6.929043000	1291.3		
T	45.989197000	6.929108000	1291.2		
T	45.988911000	6.929251000	1290.4		
T	45.988338000	6.929311000	1286.6		
T	45.988049000	6.929468000	1284.3		
T	45.987587000	6.929496000	1280.7		
T	45.986881000	6.929743000	1275.5		
T	45.986328000	6.929709000	1271.6		
T	45.985886000	6.929579000	1268.9		
T	45.985447000	6.929535000	1265.9		
T	45.985062000	6.929221000	1263.6		
T	45.985008000	6.929064000	1263.1		
T	45.985123000	6.928852000	1263.8		
T	45.985031000	6.929000000	1263.2		
T	45.984722000	6.929013000	1262.0		
T	45.984329000	6.929243000	1259.5		
T	45.984234000	6.929194000	1259.2		
T	45.984138000	6.928737000	1257.3		
T	45.984119000	6.927217000	1254.5		
T	45.984158000	6.927162000	1254.7		
T	45.984444000	6.927212000	1254.1		
T	45.984509000	6.926421000	1269.2		
T	45.984516000	6.927471000	1253.9		
T	45.984650000	6.927152000	1256.5		
T	45.984455000	6.927224000	1254.1		
T	45.984409000	6.927063000	1255.1		
T	45.984447000	6.927396000	1253.4		
T	45.984215000	6.927165000	1254.7		
T	45.984192000	6.926907000	1254.5		
T	45.984249000	6.926724000	1256.9		
T	45.984398000	6.926796000	1258.1		
T	45.984474000	6.926936000	1256.4		
T	45.984688000	6.926831000	1260.5		
T	45.984810000	6.926681000	1266.2		
T	45.984764000	6.926477000	1271.8		
T	45.984879000	6.926784000	1264.6		
T	45.984779000	6.926801000	1262.5		
T	45.984787000	6.926727000	1264.6		
T	45.984814000	6.927005000	1259.0		
T	45.984741000	6.927002000	1258.0		
T	45.984852000	6.926988000	1259.6		
T	45.984913000	6.926816000	1264.3		
T	45.984894000	6.926878000	1262.3		
T	45.985233000	6.927327000	1261.6		
T	45.985245000	6.927174000	1262.6		
T	45.986038000	6.927533000	1271.8		
T	45.986244000	6.927743000	1274.0		
T	45.986290000	6.927946000	1270.5		
T	45.987274000	6.928193000	1283.0		
T	45.987743000	6.928438000	1286.6		
T	45.988110000	6.928523000	1290.8		
T	45.988373000	6.928472000	1296.2		
T	45.988789000	6.928768000	1292.2		
T	45.989353000	6.928683000	1299.8		
T	45.989567000	6.928715000	1300.4		
T	45.990166000	6.929193000	1299.0		
T	45.990643000	6.929182000	1305.6		
T	45.990742000	6.929330000	1306.3		
T	45.990883000	6.928782000	1315.8		
T	45.991047000	6.928447000	1322.8		
T	45.991154000	6.928840000	1329.9		
T	45.991203000	6.928506000	1329.0		
T	45.991383000	6.928382000	1334.8		
T	45.991398000	6.928582000	1339.9		
T	45.992172000	6.927756000	1360.8		
T	45.992191000	6.927947000	1364.5		
T	45.992435000	6.927620000	1370.3		
T	45.992615000	6.927502000	1374.5		
T	45.992870000	6.927081000	1382.9		
T	45.993069000	6.927067000	1384.9		
T	45.993313000	6.927165000	1384.9		
T	45.993664000	6.927147000	1388.5		
T	45.994499000	6.927570000	1391.3		
T	45.994946000	6.927495000	1393.8		
T	45.995125000	6.927656000	1393.9		
T	45.995262000	6.927673000	1394.3		
T	45.995934000	6.927231000	1401.0		
T	45.996418000	6.927032000	1408.9		
T	45.996819000	6.926505000	1414.9		
T	45.996738000	6.926413000	1415.1		
T	45.996693000	6.926449000	1414.7		
T	45.996601000	6.926388000	1415.5		
T	45.996445000	6.926161000	1419.7		
T	45.995983000	6.926451000	1419.3		
T	45.995838000	6.926459000	1419.7		
T	45.995560000	6.926319000	1423.5		
T	45.995373000	6.926308000	1423.6		
T	45.995197000	6.926069000	1433.3		
T	45.994923000	6.925940000	1436.8		
T	45.994564000	6.925335000	1451.3		
T	45.994663000	6.925279000	1455.5		
T	45.994560000	6.924950000	1458.5		
T	45.994713000	6.924773000	1464.2		
T	45.994705000	6.924571000	1467.3		
T	45.994423000	6.924158000	1471.9		
T	45.994331000	6.924122000	1471.8		
T	45.994350000	6.924009000	1476.6		
T	45.994209000	6.923849000	1481.7		
T	45.994217000	6.923653000	1488.5		
T	45.993889000	6.923368000	1495.8		
T	45.993793000	6.923159000	1500.9		
T	45.993126000	6.922625000	1515.0		
T	45.992935000	6.922617000	1514.9		
T	45.992672000	6.922472000	1519.4		
T	45.992577000	6.922479000	1518.5		
T	45.992283000	6.921984000	1536.3		
T	45.992085000	6.921794000	1541.7		
T	45.992245000	6.921657000	1548.7		
T	45.992104000	6.921624000	1548.3		
T	45.991982000	6.921406000	1554.8		
T	45.991779000	6.921415000	1557.0		
T	45.991657000	6.921509000	1555.4		
T	45.991562000	6.921474000	1558.5		
T	45.991428000	6.921311000	1567.6		
T	45.991165000	6.921195000	1575.0		
T	45.991070000	6.920878000	1589.4		
T	45.990940000	6.920833000	1592.2		
T	45.990932000	6.920769000	1595.2		
T	45.990894000	6.920816000	1593.3		
T	45.990860000	6.920717000	1597.9		
T	45.990826000	6.920840000	1593.0		
T	45.990566000	6.920928000	1597.6		
T	45.990582000	6.920854000	1600.3		
T	45.990490000	6.920868000	1601.6		
T	45.990494000	6.920802000	1604.5		
T	45.990028000	6.920664000	1615.5		
T	45.989960000	6.920447000	1625.6		
T	45.989788000	6.920515000	1622.1		
T	45.989605000	6.920418000	1626.4		
T	45.989590000	6.920280000	1632.9		
T	45.989445000	6.920222000	1635.4		
T	45.989441000	6.919940000	1647.2		
T	45.989433000	6.920017000	1644.3		
T	45.989346000	6.920047000	1643.3		
T	45.989323000	6.919917000	1648.4		
T	45.989174000	6.919914000	1649.1		
T	45.989090000	6.919722000	1656.0		
T	45.988937000	6.919687000	1657.3		
T	45.988804000	6.919418000	1665.9		
T	45.988461000	6.919141000	1670.7		
T	45.988293000	6.918744000	1682.5		
T	45.988068000	6.918723000	1682.4		
T	45.988083000	6.918584000	1687.0		
T	45.988018000	6.918478000	1690.5		
T	45.987663000	6.918294000	1696.9		
T	45.987720000	6.918100000	1701.7		
T	45.987617000	6.917911000	1705.5		
T	45.987656000	6.917782000	1708.6		
T	45.987755000	6.917804000	1709.1		
T	45.987835000	6.917732000	1711.8		
T	45.987720000	6.917502000	1715.9		
T	45.987858000	6.917415000	1721.2		
T	45.987804000	6.917221000	1725.8		
T	45.987904000	6.917271000	1727.0		
T	45.988041000	6.917254000	1731.3		
T	45.988041000	6.917185000	1734.1		
T	45.988365000	6.917175000	1741.7		
T	45.988258000	6.916962000	1748.4		
T	45.988312000	6.916901000	1752.4		
T	45.988247000	6.916739000	1757.9		
T	45.988384000	6.916729000	1761.2		
T	45.988327000	6.916551000	1768.3		
T	45.987778000	6.916014000	1780.2		
T	45.987720000	6.915839000	1786.1		
T	45.987629000	6.915777000	1786.0		
T	45.987633000	6.915628000	1792.3		
T	45.987503000	6.915355000	1800.5		
T	45.987358000	6.915190000	1804.6		
T	45.987263000	6.915179000	1802.3		
T	45.986996000	6.914654000	1821.7		
T	45.986729000	6.914524000	1822.0		
T	45.986607000	6.914322000	1830.1		
T	45.986511000	6.914304000	1828.0		
T	45.986156000	6.913939000	1833.2		
T	45.986008000	6.913906000	1829.3		
T	45.985786000	6.913305000	1854.1		
T	45.985561000	6.912992000	1861.2		
T	45.985348000	6.912852000	1861.9		
T	45.985363000	6.912783000	1867.2		
T	45.985271000	6.912742000	1864.3		
T	45.985146000	6.912424000	1880.6		
T	45.984802000	6.912202000	1881.2		
T	45.984741000	6.912026000	1899.6		
T	45.984749000	6.912153000	1885.4		
T	45.984665000	6.912117000	1887.8		
T	45.984631000	6.912169000	1881.0		
T	45.984486000	6.911906000	1908.4		
T	45.984398000	6.911909000	1906.3		
T	45.984398000	6.911975000	1899.2		
T	45.984409000	6.911838000	1913.2		
T	45.984348000	6.911819000	1913.8		
T	45.984306000	6.911899000	1905.3		
T	45.984272000	6.911762000	1917.8		
T	45.984318000	6.911651000	1928.8		
T	45.984169000	6.911490000	1936.5		
T	45.984165000	6.911351000	1945.6		
T	45.983940000	6.910832000	1966.2		
T	45.983429000	6.910166000	1972.3		
T	45.983257000	6.910042000	1969.7		
T	45.983212000	6.909800000	1982.7		
T	45.982903000	6.909384000	1991.1		
T	45.982796000	6.909113000	2009.2		
T	45.982719000	6.909081000	2013.4		
T	45.982784000	6.908812000	2029.5		
T	45.982967000	6.908760000	2034.5		
T	45.982910000	6.908649000	2040.2		
T	45.982670000	6.908646000	2041.5		
T	45.982582000	6.908608000	2045.4		
T	45.982605000	6.908539000	2048.7		
T	45.982426000	6.908621000	2046.8		
T	45.982349000	6.908567000	2049.4		
T	45.982384000	6.908373000	2058.0		
T	45.982533000	6.908214000	2066.9		
T	45.982399000	6.908032000	2073.2		
T	45.982452000	6.908019000	2075.4		
T	45.982422000	6.907963000	2077.1		
T	45.982563000	6.907593000	2097.7		
T	45.982422000	6.907337000	2103.2		
T	45.982590000	6.907202000	2112.9		
T	45.982445000	6.906847000	2121.3		
T	45.982517000	6.906547000	2133.1		
T	45.982346000	6.905703000	2142.2		
T	45.982449000	6.905342000	2149.5		
T	45.982662000	6.905158000	2154.8		
T	45.982697000	6.905212000	2155.4		
T	45.982792000	6.905190000	2157.5		
T	45.982861000	6.905017000	2159.7		
T	45.982948000	6.905033000	2161.3		
T	45.983028000	6.904946000	2164.1		
T	45.983150000	6.904593000	2169.4		
T	45.983391000	6.904538000	2172.3		
T	45.983452000	6.904363000	2172.5		
T	45.982956000	6.903299000	2178.3		
T	45.982807000	6.902428000	2185.1		
T	45.982861000	6.901256000	2189.6		
T	45.982697000	6.900913000	2189.9		
T	45.982677000	6.900461000	2194.1		
T	45.982788000	6.899960000	2206.5		
T	45.982964000	6.899860000	2210.7		
T	45.982906000	6.899319000	2220.8		
T	45.982979000	6.899001000	2224.2		
T	45.982872000	6.898533000	2231.7		
T	45.982777000	6.898570000	2232.5		
T	45.982594000	6.898275000	2227.4		
T	45.982395000	6.898234000	2221.7		
T	45.982330000	6.898137000	2218.4		
T	45.982117000	6.898122000	2213.2		
T	45.981800000	6.897596000	2207.6		
T	45.981647000	6.897027000	2209.2		
T	45.981632000	6.896735000	2209.7		
T	45.981815000	6.896667000	2210.5		
T	45.981873000	6.896491000	2214.0		
T	45.981869000	6.896563000	2212.7		
T	45.981838000	6.896374000	2215.7		
T	45.981907000	6.896289000	2218.3		
T	45.981930000	6.895962000	2225.5		
T	45.982151000	6.895862000	2232.1		
T	45.982040000	6.895546000	2240.8		
T	45.982285000	6.895198000	2258.3		
T	45.982174000	6.894780000	2270.5		
T	45.982182000	6.894305000	2281.2		
T	45.982059000	6.894081000	2288.2		
T	45.982101000	6.893764000	2295.4		
T	45.982025000	6.893389000	2304.5		
T	45.981853000	6.893737000	2302.8		
T	45.981716000	6.893716000	2307.2		
T	45.981529000	6.893243000	2317.9		
T	45.981434000	6.893266000	2317.9		
T	45.981445000	6.893127000	2322.0		
T	45.981289000	6.892979000	2326.0		
T	45.981342000	6.892774000	2335.8		
T	45.981247000	6.892767000	2333.3		
T	45.981426000	6.892493000	2348.3		
T	45.981422000	6.892367000	2349.5		
T	45.981544000	6.892243000	2350.1		
T	45.981670000	6.891868000	2357.1		
T	45.981873000	6.892445000	2345.0		
T	45.982014000	6.892626000	2337.7		
T	45.982040000	6.892519000	2345.3		
T	45.981613000	6.891825000	2355.7		
T	45.981667000	6.891828000	2357.0		
T	45.981598000	6.891913000	2355.3		
T	45.981464000	6.891843000	2352.2		
T	45.981705000	6.891736000	2358.5		
T	45.981739000	6.891662000	2360.1		
T	45.981571000	6.891545000	2353.9		
T	45.981617000	6.891719000	2355.9		
T	45.981537000	6.891826000	2353.9		
T	45.981644000	6.892075000	2353.4		
T	45.981525000	6.891987000	2353.0		
T	45.981533000	6.891845000	2353.8		
T	45.981464000	6.891959000	2351.8		
T	45.981419000	6.891940000	2350.8		
T	45.981403000	6.891795000	2350.9		
T	45.981224000	6.891555000	2351.9		
T	45.981030000	6.891585000	2353.0		
T	45.980862000	6.891749000	2354.1		
T	45.980740000	6.891652000	2355.8		
T	45.980846000	6.891599000	2355.8		
T	45.980953000	6.891747000	2352.6		
T	45.981026000	6.891654000	2352.9		
T	45.981274000	6.891597000	2351.5		
T	45.981441000	6.891879000	2351.5		
T	45.981499000	6.892214000	2350.7		
T	45.981785000	6.892319000	2348.7		
T	45.981899000	6.892448000	2344.9		
T	45.981850000	6.892688000	2332.9		
T	45.981983000	6.892734000	2329.9		
T	45.982075000	6.893095000	2313.9		
T	45.982204000	6.893160000	2312.6		
T	45.982220000	6.893412000	2301.8		
T	45.982067000	6.893564000	2300.8		
T	45.982025000	6.893951000	2292.8		
T	45.982189000	6.894467000	2277.4		
T	45.982098000	6.894968000	2263.7		
T	45.982159000	6.895072000	2261.4		
T	45.982243000	6.895004000	2264.9		
T	45.982243000	6.895205000	2258.3		
T	45.982212000	6.895257000	2256.4		
T	45.982182000	6.895209000	2257.3		
T	45.982121000	6.895387000	2249.1		
T	45.982033000	6.895443000	2244.7		
T	45.981968000	6.895684000	2234.4		
T	45.982052000	6.895762000	2233.4		
T	45.982071000	6.895890000	2230.0		
T	45.981976000	6.895924000	2227.4		
T	45.981934000	6.895881000	2227.6		
T	45.981907000	6.895939000	2225.6		
T	45.981804000	6.896606000	2211.5		
T	45.981571000	6.896873000	2209.2		
T	45.981598000	6.897015000	2208.9		
T	45.981602000	6.896912000	2209.1		
T	45.981506000	6.896883000	2209.1		
T	45.981586000	6.897155000	2208.7		
T	45.981499000	6.897109000	2207.8		
T	45.981400000	6.897134000	2206.4		
T	45.981441000	6.897156000	2206.7		
T	45.981293000	6.896989000	2204.9		
T	45.981262000	6.896658000	2206.7		
T	45.981613000	6.896639000	2210.0		
T	45.981693000	6.896407000	2213.2		
T	45.981888000	6.896188000	2219.8		
T	45.981922000	6.895924000	2226.3		
T	45.982010000	6.895929000	2227.9		
T	45.982075000	6.895829000	2231.5		
T	45.982170000	6.895807000	2234.1		
T	45.982075000	6.895511000	2243.1		
T	45.982109000	6.895320000	2251.5		
T	45.982265000	6.895148000	2260.1		
T	45.982143000	6.894705000	2272.0		
T	45.982201000	6.894374000	2279.5		
T	45.982037000	6.894049000	2289.5		
T	45.982082000	6.893747000	2296.4		
T	45.982006000	6.893406000	2304.5		
T	45.981926000	6.893446000	2305.4		
T	45.981861000	6.893625000	2305.4		
T	45.981750000	6.893594000	2309.5		
T	45.981823000	6.893652000	2305.9		
T	45.981773000	6.893629000	2308.0		
T	45.981804000	6.893565000	2308.0		
T	45.981709000	6.893593000	2310.8		
T	45.981689000	6.893459000	2312.9		
T	45.981449000	6.893295000	2316.9		
T	45.981415000	6.893164000	2321.2		
T	45.981483000	6.893064000	2323.4		
T	45.981384000	6.893032000	2325.9		
T	45.981308000	6.892870000	2330.9		
T	45.981411000	6.892581000	2345.0		
T	45.981300000	6.892254000	2348.1		
T	45.981457000	6.892276000	2350.1		
T	45.981472000	6.892206000	2350.8		
T	45.981434000	6.891875000	2351.3		
T	45.981339000	6.891704000	2350.8		
T	45.981262000	6.891605000	2351.4		
T	45.981113000	6.891564000	2352.1		
T	45.980965000	6.891761000	2352.1		
T	45.980694000	6.891680000	2355.1		
T	45.980728000	6.891628000	2355.5		
T	45.980873000	6.891639000	2355.8		
T	45.980869000	6.891568000	2355.1		
T	45.980972000	6.891511000	2353.7		
T	45.980919000	6.891401000	2353.4		
T	45.980560000	6.891411000	2353.1		
T	45.980328000	6.891290000	2352.8		
T	45.980186000	6.891341000	2349.5		
T	45.980133000	6.891606000	2345.2		
T	45.980076000	6.891480000	2345.9		
T	45.980206000	6.891434000	2348.4		
T	45.980179000	6.891384000	2348.7		
T	45.980133000	6.891413000	2347.6		
T	45.980000000	6.891052000	2347.9		
T	45.979805000	6.891553000	2335.5		
T	45.979755000	6.891544000	2333.4		
T	45.979698000	6.891652000	2331.2		
T	45.979710000	6.891542000	2331.6		
T	45.979568000	6.891530000	2326.5		
T	45.979523000	6.891422000	2324.3		
T	45.979206000	6.891487000	2315.0		
T	45.978935000	6.891671000	2305.2		
T	45.978718000	6.891569000	2300.8		
T	45.978394000	6.891887000	2289.3		
T	45.978298000	6.891914000	2285.9		
T	45.978226000	6.892089000	2281.5		
T	45.978008000	6.891980000	2275.3		
T	45.977913000	6.892264000	2267.4		
T	45.978031000	6.892549000	2260.8		
T	45.977940000	6.892614000	2255.4		
T	45.977764000	6.892506000	2254.2		
T	45.977524000	6.892464000	2244.0		
T	45.977493000	6.892714000	2234.0		
T	45.977352000	6.892733000	2227.6		
T	45.977215000	6.892653000	2224.4		
T	45.977036000	6.892856000	2213.2		
T	45.976822000	6.892701000	2210.2		
T	45.976357000	6.892933000	2195.9		
T	45.976238000	6.893159000	2192.3		
T	45.976189000	6.893174000	2191.2		
T	45.976181000	6.893107000	2190.9		
T	45.975861000	6.893237000	2182.5		
T	45.975456000	6.892946000	2175.1		
T	45.975269000	6.892937000	2174.8		
T	45.975140000	6.893049000	2171.6		
T	45.975044000	6.893036000	2170.3		
T	45.974823000	6.893162000	2163.7		
T	45.974625000	6.893380000	2154.3		
