type	latitude	longitude	altitude (m)	name	desc
T	45.789394000	6.962607000	1225.1		
T	45.789394000	6.962537000	1225.4		
T	45.789429000	6.962588000	1224.8		
T	45.789391000	6.962732000	1224.6		
T	45.789436000	6.962927000	1223.0		
T	45.789787000	6.963985000	1213.8		
T	45.789780000	6.963863000	1214.5		
T	45.789757000	6.963921000	1214.4		
T	45.789940000	6.964218000	1213.3		
T	45.790123000	6.964330000	1214.0		
T	45.790142000	6.964402000	1214.6		
T	45.790192000	6.964362000	1214.2		
T	45.790264000	6.964491000	1214.7		
T	45.790405000	6.964395000	1214.1		
T	45.790718000	6.964522000	1212.9		
T	45.790836000	6.964479000	1212.9		
T	45.790981000	6.964516000	1211.7		
T	45.791161000	6.964362000	1210.5		
T	45.791317000	6.964450000	1210.2		
T	45.791332000	6.964374000	1210.0		
T	45.791447000	6.964372000	1209.4		
T	45.791489000	6.964306000	1209.1		
T	45.791439000	6.964302000	1209.3		
T	45.791561000	6.964394000	1208.8		
T	45.791607000	6.964367000	1208.6		
T	45.791588000	6.964192000	1209.0		
T	45.791729000	6.964118000	1208.5		
T	45.791840000	6.964189000	1207.5		
T	45.792000000	6.963894000	1207.8		
T	45.792313000	6.963807000	1205.6		
T	45.792446000	6.963663000	1206.1		
T	45.792553000	6.963647000	1205.7		
T	45.792599000	6.963532000	1207.1		
T	45.792843000	6.963446000	1206.6		
T	45.793228000	6.963172000	1206.3		
T	45.794155000	6.963313000	1199.3		
T	45.794754000	6.963606000	1196.0		
T	45.794922000	6.963809000	1194.9		
T	45.795013000	6.964088000	1194.3		
T	45.795025000	6.965871000	1189.2		
T	45.795235000	6.966282000	1187.6		
T	45.795990000	6.966712000	1188.8		
T	45.796059000	6.966931000	1186.2		
T	45.795963000	6.967286000	1189.3		
T	45.795769000	6.967396000	1194.5		
T	45.795219000	6.967310000	1197.1		
T	45.794586000	6.967529000	1201.8		
T	45.794281000	6.967906000	1203.7		
T	45.793613000	6.968425000	1203.0		
T	45.793335000	6.968825000	1202.8		
T	45.792793000	6.969130000	1202.0		
T	45.792046000	6.969383000	1200.9		
T	45.791706000	6.969613000	1199.9		
T	45.791859000	6.969432000	1200.8		
T	45.791958000	6.969483000	1200.9		
T	45.791805000	6.969502000	1200.7		
T	45.791576000	6.969747000	1198.5		
T	45.791557000	6.970084000	1200.6		
T	45.791458000	6.970234000	1200.9		
T	45.791401000	6.970663000	1202.0		
T	45.791248000	6.970854000	1202.1		
T	45.791531000	6.971698000	1209.1		
T	45.791489000	6.971671000	1208.7		
T	45.791611000	6.971785000	1209.7		
T	45.791569000	6.971755000	1209.4		
T	45.791641000	6.971617000	1209.8		
T	45.791752000	6.971648000	1210.6		
T	45.791889000	6.971541000	1211.6		
T	45.792103000	6.971547000	1213.2		
T	45.792343000	6.971669000	1215.9		
T	45.792545000	6.971651000	1217.1		
T	45.792667000	6.971841000	1219.2		
T	45.792507000	6.972098000	1219.1		
T	45.792152000	6.972403000	1222.2		
T	45.791798000	6.972601000	1225.3		
T	45.791809000	6.972765000	1228.3		
T	45.791996000	6.972779000	1231.8		
T	45.792137000	6.972673000	1230.3		
T	45.792492000	6.972723000	1233.6		
T	45.794128000	6.973974000	1250.5		
T	45.794586000	6.974213000	1251.8		
T	45.794750000	6.974234000	1251.4		
T	45.795425000	6.974743000	1258.6		
T	45.795635000	6.974809000	1260.3		
T	45.795612000	6.974684000	1259.1		
T	45.795689000	6.974870000	1261.0		
T	45.796055000	6.975011000	1263.7		
T	45.796482000	6.975321000	1269.0		
T	45.796757000	6.975350000	1271.2		
T	45.797073000	6.975675000	1276.0		
T	45.797169000	6.975634000	1276.4		
T	45.797607000	6.975914000	1282.9		
T	45.797653000	6.976203000	1285.2		
T	45.798126000	6.976760000	1293.2		
T	45.798134000	6.976906000	1294.3		
T	45.798832000	6.977689000	1306.4		
T	45.798885000	6.977672000	1306.8		
T	45.799160000	6.978164000	1311.7		
T	45.799255000	6.978194000	1312.6		
T	45.799248000	6.978415000	1314.3		
T	45.799294000	6.978355000	1314.1		
T	45.799332000	6.978396000	1314.8		
T	45.799927000	6.979273000	1328.1		
T	45.800068000	6.979555000	1332.0		
T	45.800163000	6.979964000	1339.8		
T	45.800365000	6.979927000	1336.9		
T	45.800510000	6.979962000	1338.4		
T	45.800583000	6.980062000	1339.8		
T	45.800655000	6.979977000	1339.2		
T	45.800682000	6.980128000	1340.8		
T	45.800964000	6.980574000	1345.3		
T	45.801125000	6.980901000	1350.2		
T	45.801060000	6.981165000	1353.1		
T	45.801174000	6.981787000	1356.4		
T	45.801113000	6.982180000	1356.4		
T	45.800838000	6.982804000	1364.2		
T	45.800877000	6.983301000	1369.0		
T	45.801037000	6.983728000	1373.5		
T	45.801022000	6.983851000	1376.2		
T	45.801140000	6.983939000	1376.2		
T	45.801182000	6.983912000	1377.0		
T	45.801270000	6.984158000	1383.7		
T	45.801270000	6.984472000	1385.6		
T	45.801342000	6.984550000	1386.5		
T	45.801491000	6.984618000	1392.9		
T	45.801540000	6.984212000	1392.8		
T	45.801723000	6.984103000	1399.1		
T	45.801853000	6.984110000	1402.8		
T	45.801949000	6.984343000	1406.8		
T	45.802040000	6.984365000	1411.1		
T	45.802048000	6.984587000	1412.8		
T	45.802197000	6.984882000	1421.2		
T	45.802254000	6.985198000	1425.3		
T	45.802372000	6.985349000	1431.0		
T	45.802612000	6.986053000	1441.9		
T	45.802711000	6.986075000	1447.2		
T	45.802731000	6.986144000	1448.4		
T	45.802639000	6.985972000	1443.0		
T	45.802761000	6.985517000	1447.3		
T	45.802902000	6.985566000	1449.0		
T	45.803005000	6.985705000	1452.8		
T	45.802998000	6.985991000	1459.2		
T	45.803055000	6.986114000	1465.0		
T	45.802979000	6.986198000	1462.0		
T	45.803032000	6.986402000	1467.5		
T	45.803116000	6.986478000	1471.0		
T	45.803074000	6.986684000	1469.3		
T	45.803185000	6.986917000	1469.9		
T	45.803143000	6.986729000	1470.9		
T	45.803200000	6.986626000	1473.7		
T	45.803410000	6.986460000	1480.4		
T	45.803646000	6.986090000	1488.3		
T	45.803673000	6.986147000	1490.1		
T	45.803696000	6.986086000	1491.6		
T	45.803730000	6.986126000	1493.7		
T	45.803833000	6.986422000	1499.6		
T	45.803883000	6.986421000	1502.4		
T	45.803825000	6.986217000	1499.7		
T	45.803848000	6.986084000	1501.6		
T	45.803894000	6.986088000	1504.5		
T	45.803860000	6.985900000	1504.2		
T	45.804016000	6.986323000	1509.9		
T	45.804100000	6.986346000	1514.0		
T	45.804119000	6.986209000	1516.3		
T	45.804218000	6.986217000	1521.0		
T	45.804436000	6.986621000	1525.8		
T	45.804523000	6.986544000	1530.9		
T	45.804440000	6.986318000	1527.6		
T	45.804482000	6.986302000	1530.5		
T	45.804653000	6.986413000	1540.1		
T	45.804668000	6.986645000	1539.1		
T	45.804604000	6.986533000	1536.0		
T	45.804672000	6.986414000	1541.3		
T	45.804657000	6.986475000	1539.8		
T	45.804790000	6.986631000	1544.6		
T	45.804779000	6.986566000	1545.1		
T	45.804913000	6.986505000	1550.7		
T	45.804928000	6.986244000	1556.1		
T	45.804729000	6.985628000	1559.8		
T	45.804726000	6.985062000	1571.1		
T	45.804802000	6.985044000	1575.4		
T	45.804783000	6.984899000	1575.0		
T	45.804913000	6.984713000	1583.5		
T	45.804867000	6.984459000	1583.7		
T	45.805107000	6.983934000	1599.8		
T	45.805107000	6.983539000	1602.9		
T	45.805206000	6.983600000	1609.7		
T	45.805237000	6.983809000	1609.9		
T	45.805420000	6.984195000	1619.0		
T	45.805515000	6.984268000	1624.9		
T	45.805534000	6.984460000	1625.3		
T	45.805637000	6.984635000	1630.9		
T	45.805786000	6.984638000	1641.8		
T	45.805828000	6.984756000	1643.0		
T	45.805923000	6.984794000	1648.7		
T	45.805969000	6.984763000	1652.2		
T	45.805820000	6.984779000	1642.0		
T	45.805866000	6.984757000	1645.5		
T	45.805836000	6.984516000	1647.1		
T	45.806023000	6.983656000	1665.0		
T	45.806210000	6.983890000	1674.0		
T	45.806362000	6.983962000	1680.9		
T	45.806400000	6.983925000	1683.1		
T	45.806400000	6.984085000	1681.5		
T	45.806511000	6.984135000	1686.8		
T	45.806526000	6.983982000	1688.7		
T	45.806419000	6.983809000	1685.9		
T	45.806416000	6.983608000	1689.6		
T	45.806629000	6.983717000	1698.9		
T	45.806633000	6.983639000	1701.3		
T	45.806526000	6.983362000	1699.0		
T	45.806713000	6.983473000	1709.3		
T	45.806793000	6.983628000	1712.1		
T	45.806839000	6.983607000	1715.9		
T	45.806774000	6.983314000	1716.7		
T	45.806526000	6.982955000	1713.1		
T	45.806267000	6.982262000	1723.5		
T	45.806393000	6.982074000	1738.0		
T	45.806370000	6.981937000	1739.8		
T	45.806446000	6.981873000	1746.2		
T	45.806644000	6.982154000	1753.9		
T	45.806786000	6.982243000	1760.5		
T	45.806705000	6.982282000	1753.8		
T	45.806740000	6.982003000	1763.2		
T	45.806885000	6.982189000	1768.1		
T	45.806915000	6.982238000	1768.6		
T	45.806828000	6.982396000	1757.1		
T	45.807117000	6.982411000	1775.8		
T	45.807034000	6.981961000	1782.1		
T	45.807068000	6.981833000	1786.8		
T	45.807148000	6.981886000	1790.6		
T	45.807068000	6.981798000	1787.5		
T	45.807140000	6.981116000	1811.0		
T	45.807011000	6.980853000	1814.2		
T	45.806942000	6.980325000	1821.6		
T	45.806953000	6.980246000	1824.5		
T	45.807041000	6.980318000	1829.7		
T	45.806973000	6.979919000	1834.3		
T	45.806980000	6.978838000	1864.3		
T	45.807076000	6.978879000	1871.6		
T	45.807129000	6.978826000	1877.4		
T	45.807041000	6.978737000	1872.0		
T	45.807114000	6.978559000	1881.5		
T	45.807117000	6.978279000	1882.8		
T	45.807030000	6.978234000	1874.8		
T	45.807217000	6.978128000	1889.8		
T	45.807243000	6.977939000	1889.7		
T	45.807354000	6.978302000	1899.0		
T	45.807449000	6.977925000	1903.5		
T	45.807533000	6.977850000	1909.3		
T	45.807587000	6.977893000	1912.7		
T	45.807545000	6.978310000	1910.2		
T	45.807644000	6.978539000	1918.7		
T	45.807838000	6.978031000	1924.3		
T	45.807770000	6.977559000	1931.4		
T	45.807861000	6.977406000	1936.5		
T	45.807789000	6.977203000	1937.2		
T	45.807846000	6.977094000	1938.4		
T	45.807770000	6.977248000	1936.1		
T	45.807858000	6.977240000	1939.3		
T	45.807949000	6.977414000	1938.5		
T	45.808338000	6.977493000	1946.4		
T	45.808270000	6.977682000	1944.5		
T	45.808353000	6.978237000	1954.9		
T	45.808426000	6.978321000	1958.8		
T	45.808388000	6.978367000	1957.8		
T	45.808475000	6.978306000	1959.8		
T	45.808441000	6.978387000	1958.7		
T	45.808643000	6.978330000	1964.1		
T	45.808510000	6.978409000	1959.8		
T	45.808544000	6.978451000	1960.0		
T	45.808716000	6.978368000	1966.0		
T	45.808903000	6.978413000	1972.2		
T	45.808819000	6.978138000	1971.3		
T	45.808784000	6.978210000	1969.7		
T	45.808876000	6.978059000	1973.6		
T	45.809093000	6.978095000	1987.3		
T	45.808666000	6.978170000	1966.4		
T	45.808674000	6.978287000	1965.5		
T	45.808563000	6.978294000	1962.1		
T	45.808735000	6.978369000	1966.6		
T	45.809017000	6.978072000	1982.5		
T	45.808910000	6.978128000	1974.8		
T	45.809204000	6.977930000	1995.0		
T	45.809334000	6.977932000	1995.8		
T	45.809410000	6.978011000	1996.4		
T	45.809189000	6.977997000	1994.1		
T	45.808792000	6.978243000	1969.6		
T	45.808731000	6.978212000	1968.0		
T	45.808792000	6.978091000	1970.9		
T	45.808838000	6.978207000	1971.3		
T	45.808762000	6.978247000	1968.7		
T	45.808792000	6.978194000	1970.0		
T	45.808819000	6.978251000	1970.4		
T	45.808861000	6.978226000	1971.9		
T	45.808975000	6.978625000	1974.4		
T	45.809021000	6.978656000	1976.9		
T	45.809021000	6.978453000	1978.1		
T	45.809486000	6.978848000	1995.9		
T	45.809448000	6.978424000	1996.5		
T	45.809795000	6.978100000	2003.9		
T	45.809883000	6.978264000	2007.0		
T	45.810150000	6.978506000	2010.5		
T	45.810188000	6.978690000	2016.9		
T	45.810139000	6.978816000	2021.5		
T	45.810333000	6.978859000	2023.6		
T	45.810299000	6.978901000	2026.6		
T	45.810417000	6.979030000	2026.0		
T	45.810455000	6.979392000	2032.2		
T	45.810570000	6.979638000	2034.9		
T	45.810665000	6.979612000	2032.9		
T	45.810902000	6.979716000	2037.7		
T	45.811317000	6.979461000	2045.0		
T	45.811413000	6.979223000	2041.2		
T	45.811378000	6.979101000	2034.7		
T	45.811607000	6.978872000	2036.9		
T	45.811562000	6.978903000	2036.0		
T	45.811577000	6.978843000	2033.8		
T	45.812092000	6.978565000	2034.4		
T	45.812477000	6.978486000	2030.3		
T	45.812962000	6.978508000	2030.1		
T	45.813164000	6.978378000	2026.6		
T	45.813419000	6.978338000	2020.1		
T	45.814034000	6.978436000	2016.4		
T	45.814602000	6.978395000	2010.4		
T	45.814793000	6.978282000	2010.3		
T	45.814816000	6.977973000	2009.6		
T	45.815117000	6.977906000	2009.4		
T	45.815758000	6.978029000	2000.0		
T	45.816196000	6.978421000	1995.7		
T	45.817387000	6.979215000	1987.1		
T	45.818230000	6.979625000	1975.0		
T	45.818607000	6.980113000	1978.5		
T	45.819000000	6.980272000	1975.6		
T	45.819092000	6.980524000	1976.9		
T	45.819004000	6.980598000	1979.3		
T	45.819016000	6.980524000	1978.3		
T	45.819107000	6.980609000	1977.4		
T	45.818947000	6.980628000	1980.8		
T	45.819126000	6.980637000	1977.2		
T	45.819286000	6.980807000	1975.8		
T	45.820057000	6.982337000	1974.3		
T	45.820354000	6.982602000	1972.3		
T	45.820602000	6.982975000	1972.7		
T	45.820992000	6.983931000	1968.7		
T	45.821232000	6.984241000	1965.4		
T	45.821465000	6.984347000	1958.8		
T	45.821579000	6.984587000	1962.6		
T	45.821743000	6.984733000	1959.6		
T	45.822281000	6.985780000	1953.2		
T	45.822830000	6.986380000	1944.9		
T	45.823212000	6.986993000	1942.9		
T	45.823296000	6.987256000	1944.2		
T	45.823608000	6.987608000	1939.3		
T	45.824146000	6.988816000	1947.3		
T	45.824165000	6.989046000	1945.5		
T	45.824314000	6.989434000	1941.2		
T	45.824436000	6.989420000	1936.6		
T	45.824608000	6.989286000	1932.8		
T	45.824654000	6.989408000	1932.0		
T	45.824703000	6.989393000	1930.9		
T	45.824677000	6.989529000	1931.3		
T	45.824940000	6.989737000	1920.5		
T	45.825008000	6.989995000	1919.8		
T	45.825352000	6.990248000	1913.0		
T	45.825523000	6.990177000	1909.1		
T	45.825481000	6.990217000	1910.7		
T	45.825527000	6.990416000	1911.0		
T	45.825848000	6.990749000	1908.7		
T	45.825962000	6.990973000	1906.5		
T	45.826267000	6.990841000	1895.4		
T	45.826241000	6.990783000	1897.7		
T	45.826092000	6.990795000	1905.5		
T	45.825974000	6.990926000	1906.3		
T	45.826008000	6.991127000	1905.0		
T	45.826260000	6.991394000	1900.3		
T	45.826267000	6.991593000	1903.6		
T	45.826435000	6.991948000	1900.9		
T	45.826527000	6.992018000	1899.6		
T	45.826565000	6.992154000	1900.8		
T	45.826744000	6.992271000	1899.0		
T	45.826885000	6.992556000	1901.2		
T	45.827084000	6.992539000	1898.8		
T	45.827209000	6.992407000	1892.0		
T	45.827038000	6.992407000	1896.5		
T	45.826931000	6.992576000	1901.3		
T	45.827309000	6.993382000	1906.1		
T	45.827263000	6.993405000	1906.0		
T	45.827312000	6.993583000	1908.1		
T	45.827469000	6.993744000	1908.0		
T	45.827686000	6.993732000	1899.4		
T	45.827682000	6.993995000	1901.1		
T	45.827732000	6.993975000	1899.0		
T	45.827583000	6.993899000	1903.5		
T	45.827606000	6.993993000	1904.1		
T	45.827850000	6.993889000	1890.8		
T	45.827614000	6.993975000	1903.5		
T	45.827213000	6.993484000	1906.6		
T	45.827038000	6.993371000	1904.1		
T	45.826939000	6.993518000	1905.0		
T	45.827087000	6.994672000	1919.5		
T	45.827026000	6.995180000	1926.2		
T	45.827065000	6.995669000	1936.5		
T	45.827103000	6.995864000	1940.2		
T	45.827187000	6.995930000	1939.4		
T	45.826996000	6.996114000	1947.4		
T	45.826954000	6.996089000	1948.1		
T	45.826935000	6.996161000	1951.1		
T	45.826756000	6.996077000	1957.9		
T	45.826633000	6.996192000	1966.3		
T	45.826492000	6.996109000	1968.6		
T	45.826508000	6.996305000	1972.9		
T	45.826366000	6.996607000	1983.9		
T	45.826374000	6.996537000	1982.0		
T	45.826576000	6.996815000	1986.5		
T	45.826790000	6.997388000	1992.3		
T	45.826832000	6.997779000	1996.8		
T	45.826942000	6.998097000	1994.2		
T	45.826935000	6.998509000	1996.8		
T	45.827236000	6.999561000	1995.2		
T	45.827579000	7.000185000	1989.3		
T	45.827850000	7.000928000	1987.1		
T	45.827934000	7.000997000	1983.2		
T	45.828014000	7.001339000	1980.3		
T	45.828087000	7.001414000	1974.2		
T	45.828079000	7.001770000	1971.8		
T	45.828392000	7.002243000	1966.4		
T	45.828541000	7.002349000	1961.8		
T	45.828625000	7.002596000	1961.4		
T	45.829082000	7.002992000	1963.7		
T	45.829288000	7.002943000	1959.1		
T	45.829525000	7.003119000	1958.3		
T	45.829838000	7.003780000	1954.3		
T	45.830063000	7.004109000	1952.3		
T	45.830303000	7.004203000	1949.4		
T	45.830360000	7.004314000	1951.9		
T	45.830559000	7.004377000	1945.9		
T	45.830627000	7.004488000	1948.4		
T	45.830814000	7.004577000	1942.3		
T	45.831436000	7.005204000	1929.5		
T	45.831692000	7.005748000	1932.1		
T	45.832008000	7.005986000	1931.6		
T	45.832462000	7.006534000	1934.7		
T	45.832623000	7.006886000	1937.8		
T	45.832603000	7.006825000	1937.1		
T	45.832561000	7.006948000	1940.6		
T	45.832607000	7.006934000	1939.1		
T	45.832870000	7.007230000	1939.2		
T	45.832825000	7.007245000	1940.2		
T	45.832890000	7.007346000	1941.9		
T	45.833191000	7.007612000	1941.5		
T	45.833099000	7.007795000	1946.8		
T	45.833015000	7.007708000	1946.9		
T	45.832920000	7.007745000	1951.1		
T	45.832897000	7.007858000	1955.0		
T	45.833031000	7.008234000	1960.0		
T	45.833214000	7.008361000	1957.7		
T	45.833431000	7.008837000	1958.3		
T	45.833908000	7.009499000	1960.9		
T	45.834251000	7.010140000	1962.7		
T	45.834389000	7.010628000	1963.9		
T	45.834435000	7.011147000	1964.3		
T	45.834362000	7.011738000	1970.4		
T	45.834480000	7.011708000	1962.8		
T	45.834610000	7.011806000	1964.8		
T	45.834923000	7.012620000	1974.1		
T	45.835033000	7.012771000	1969.6		
T	45.835251000	7.013817000	1975.5		
T	45.835697000	7.014678000	1978.4		
T	45.835766000	7.014662000	1972.6		
T	45.835869000	7.015167000	1979.7		
T	45.836128000	7.015675000	1980.5		
T	45.836296000	7.016099000	1984.3		
T	45.836273000	7.016162000	1988.0		
T	45.836357000	7.016236000	1983.9		
T	45.836391000	7.017165000	1991.3		
T	45.836262000	7.017272000	1995.3		
T	45.836216000	7.017494000	1993.9		
T	45.835899000	7.018049000	1996.0		
T	45.835693000	7.018642000	1993.4		
T	45.835510000	7.018729000	2000.8		
T	45.835510000	7.018936000	1996.7		
T	45.835217000	7.019465000	2005.4		
T	45.835278000	7.019874000	2003.3		
T	45.835423000	7.020138000	1997.3		
T	45.835464000	7.020109000	1994.3		
T	45.835373000	7.020287000	2001.8		
T	45.835278000	7.020310000	2007.8		
T	45.835361000	7.020565000	2000.5		
T	45.835293000	7.020832000	2001.4		
T	45.835327000	7.020788000	2000.5		
T	45.835426000	7.020858000	1996.4		
T	45.835384000	7.020737000	1998.3		
T	45.835430000	7.020609000	1996.1		
T	45.835510000	7.020991000	1995.6		
T	45.835747000	7.020712000	1995.5		
T	45.835758000	7.020560000	1991.8		
T	45.835857000	7.020408000	1985.1		
T	45.835953000	7.020382000	1986.3		
T	45.836193000	7.020486000	1995.2		
T	45.836250000	7.020615000	2000.5		
T	45.836395000	7.020576000	1999.8		
T	45.836517000	7.020684000	2004.6		
T	45.836601000	7.020644000	2004.0		
T	45.837006000	7.021024000	2016.3		
T	45.837238000	7.021120000	2020.3		
T	45.837181000	7.021157000	2021.9		
T	45.837467000	7.021017000	2014.8		
T	45.838013000	7.021057000	2011.0		
T	45.838043000	7.021110000	2013.0		
T	45.838238000	7.021054000	2007.4		
T	45.838547000	7.021072000	2000.3		
T	45.839005000	7.021238000	1991.9		
T	45.839161000	7.021409000	1992.4		
T	45.839256000	7.021379000	1986.4		
T	45.839397000	7.021443000	1982.9		
T	45.839863000	7.021758000	1981.3		
T	45.839825000	7.021802000	1983.0		
T	45.840141000	7.022037000	1975.9		
T	45.841480000	7.023781000	1950.2		
T	45.842052000	7.024022000	1949.6		
T	45.842190000	7.023983000	1947.3		
T	45.842400000	7.024055000	1943.7		
T	45.842640000	7.024409000	1943.0		
T	45.842960000	7.024734000	1934.1		
T	45.843170000	7.025127000	1935.5		
T	45.843277000	7.025122000	1932.8		
T	45.843498000	7.025271000	1928.5		
T	45.843826000	7.025650000	1926.0		
T	45.844116000	7.025847000	1927.1		
T	45.844315000	7.025898000	1925.4		
T	45.844540000	7.026084000	1923.3		
T	45.844749000	7.026466000	1926.0		
T	45.844921000	7.026612000	1927.0		
T	45.845024000	7.026938000	1933.8		
T	45.845417000	7.027272000	1929.0		
T	45.845501000	7.027530000	1929.6		
T	45.845482000	7.027659000	1936.0		
T	45.845829000	7.027795000	1930.7		
T	45.845852000	7.027928000	1934.0		
T	45.846043000	7.028145000	1933.8		
T	45.846180000	7.028438000	1938.4		
T	45.846737000	7.028964000	1938.1		
T	45.846897000	7.029217000	1940.6		
T	45.846905000	7.029350000	1943.0		
T	45.847343000	7.029894000	1946.3		
T	45.847584000	7.030431000	1952.5		
T	45.847813000	7.030531000	1950.3		
T	45.847984000	7.031171000	1959.6		
T	45.848118000	7.031273000	1957.2		
T	45.848251000	7.031660000	1960.4		
T	45.847973000	7.032039000	1972.0		
